,PublishDate,Tweets,CleanedTweet
1592,3/20/20 23:41,"It’s time to practice social and economic distancing from China, placing 90% of worlds supply chains in one country was foolish #coronavirus #worldnews #cdnpoli #uspoli","['time', 'practice', 'place', 'world', 'supply', 'chain', 'country']"
1593,3/20/20 23:41,"Just watching Daniel Andrews, Vic Premier talking about their coronavirus response. Nice to see a real leader and statesman still operating in Australia. Interested in his concept of matching people to jobs. Is this service to be run by State Government?","['talk', 'response', 'leader', 'people', 'job', 'service', 'state', 'government']"
1594,3/20/20 23:41,A staff member in Vice President Pence's office has tested positive for the coronavirus https://cnn.it/2WsH5CZ,"['staff', 'member', 'office', 'test']"
1595,3/20/20 23:41,corona virus got everyone walking around like ariana grande,['virus']
1596,3/20/20 23:41,"Washington D.C.'s cherry blossoms are in bloom, but fewer people are venturing out to see them amid the coronavirus pandemic. https://abcn.ws/395qJTl","['cherry', 'people', 'venture']"
1597,3/20/20 23:41,But the wsj told me coronavirus vindicated capitalism!,['capitalism']
1598,3/20/20 23:41,"Some of the most dangerous places on earth at the moment are major cities. As we know, #Coronavirus is a very infectious virus and social distancing is particularly difficult in cities. Madrid, New York and Los Angeles are now locked down, but London isn't. It should be!","['place', 'earth', 'moment', 'city', 'virus', 'city']"
1599,3/20/20 23:41,The Trump Organization has closed parts of Mar-a-Lago because of the coronavirus https://cnn.it/2U8jOVp,['part']
1600,3/20/20 23:41,"Pelosi says McConnell’s #Covid_19 bill is a nonstarter because it’s not at all pro-worker. “Senator McConnell has released his proposal for a third coronavirus response package, which is not at all pro-worker and puts corporations ahead of working people.” ","['worker', 'release', 'proposal', 'response', 'package', 'worker', 'work', 'people']"
1601,3/20/20 23:41,I have a soft spot for the name Sanya..my daughter's name :) Was happy to see @SaanyaSachdev being so passionate about fighting #Coronavirus along with http://ACT.Global with #PremiumPurity - a soln that decomposes bacteria &amp; viruses for a year https://youtu.be/pf7bmvFtBiQ,"['spot', 'name', 'daughter', 'name', 'premiumpurity', 'bacteria', 'virus', 'year']"
1602,3/20/20 23:40,19 Famous Musicians Who've Performed At-Home Concerts During The Coronavirus Pandemic,"['musicians', 'home']"
1603,3/19/20 23:36,The Celtics announce that a player tested positive for coronavirus.,"['celtics', 'player', 'test']"
1604,3/19/20 23:36,Coronavirus: *Enters Lebron’s Body* Lebron’s Immune System:,"['enters', 'body', 'system']"
1605,3/19/20 23:36,Antisemites on the internet are currently more stressed out about Gal Gadot than they are about the coronavirus.,['internet']
1606,3/19/20 23:36,THREAD: Did Senator Richard Burr engage in insider trading when he sold off $1.6 million in stock while he was receiving briefings about the coronavirus?,"['engage', 'insider', 'trading', 'stock', 'briefing']"
1607,3/19/20 23:36,Right-wing media figures are making unhinged connections between the coronavirus and climate action,"['wing', 'figure', 'connection', 'climate', 'action']"
1608,3/19/20 23:36,"This is the most thoughtful video I've seen in days on the coronavirus and it's honestly not because I'm in it. @rbsw looks at China, Europe, the US — and how different political systems are hindering/helping the fight against COVID-19. From @dwnews:","['day', 'system', 'help']"
1609,3/19/20 23:36,"US government: ""We must go into lockdown to protect ourselves against coronavirus"" GameStop: ","['government', 'lockdown', 'gamestop']"
1610,3/19/20 23:36,"Riley County Commission Chairman Marvin Rodriguez is downplaying the coronavirus problem in the Manhattan area, saying that it's not as big a problem here as elsewhere because there aren't many Chinese people. ","['chairman', 'problem', 'area', 'problem', 'people']"
1611,3/19/20 23:36,"My dad has bad asthma, my brother has an immune deficiency, my mom has a chronic infection, and I have gastroparesis, which leaves me malnourished. It would be easy for us to fear coronavirus, but you know what else we have... faith and hope and peace in JESUS CHRIST.","['brother', 'deficiency', 'mom', 'infection', 'fear', 'faith', 'peace']"
1612,3/19/20 23:36,"Isolation, quarantine, shelter in place. These are terms we're hearing a lot of these days, as authorities try to stem the spread of the novel coronavirus. But what do they mean, exactly? Here are some brief explanations. ","['isolation', 'place', 'term', 'lot', 'day', 'explanation']"
1613,3/19/20 23:36,"Joint statement from @GOPLeader, @HouseCommerce, @WaysandMeansGOP, @EdLaborGOP, @FinancialCmte, @TransportGOP, and @HSBCgop Ranking Members on the Senate’s coronavirus response package. ","['statement', 'member', 'response', 'package']"
1614,3/19/20 23:36,"With humans in lockdown, animals flourish #Coronavirus READ: https://mnatu.re/2WsUkUf","['lockdown', 'animal', 'https://mnatu.re/2wsukuf']"
1615,3/19/20 23:35,Everyone should be in a position to self-isolate but many UK households face the prospect of going hungry to prevent or avoid #Coronavirus because the Government hasnt acted to support those on low or no income. Please support our urgent e-action. https://churchpoverty.e-activist.com/page/57910/action/1?locale=en-GB,"['position', 'self', 'household', 'face', 'government', 'support', 'income', 'support', 'action']"
1616,3/19/20 23:35,"Musk is SUCH an ass. Remember two weeks ago he was mocking the Coronavirus ""panic"".","['week', 'panic']"
1617,3/19/20 23:35,"Co-founder of beer giant BrewDog, James Watt, said Boris Johnson has ""hung the hospitality industry out to dry"" during the time of the deepest crisis for the sector, leaving 3.5m jobs at risk. Get the latest on #coronavirus here: https://trib.al/SizGYg7","['beer', 'hospitality', 'industry', 'time', 'crisis', 'sector', 'job', 'risk', 'https://trib.al/sizgyg7']"
1618,3/19/20 23:35,A top Republican senator dumped $1.6 million in stock after early coronavirus briefings. Was it legal?,"['stock', 'briefing']"
1619,3/19/20 23:35,"Just in case you didn't know, Republican senators on Wednesday teamed up to kill an amendment that would have expanded paid sick leave to millions of U.S. workers left out of a bipartisan coronavirus relief package. Cool. ","['case', 'team', 'worker', 'relief', 'package']"
1620,3/19/20 23:35,".@johniadarola on the Republican #coronavirus messaging war: ""They might see this as an emergency but a lot of them are acting as if the main sort of emergency it is, is a PR emergency. An emergency for their approval ratings..."" #tytlive","['messaging', 'war', 'emergency', 'lot', 'emergency', 'emergency', 'emergency', 'approval', 'rating']"
1621,3/19/20 23:35,Thank you to the KY House for unanimously passing the schools coronavirus relief bill! Teamwork! #kyga20,"['school', 'relief']"
1622,3/19/20 23:35,The U.S. is seeing a spike in confirmed coronavirus cases -- as the number of tests ramps up.,"['case', 'number', 'test']"
1623,3/19/20 23:35,NEW: Research just published in @NatureMedicine reveals #coronavirus mortality rate is lower than previously reported. Probability of dying after developing symptoms of COVID19 in Wuhan was 1.4%. (Previously 2-3%). Rate of hospitalization peaked 30 days after first cases arrived.,"['research', 'rate', 'report', 'probability', 'symptom', 'rate', 'hospitalization', 'day', 'case']"
1624,3/19/20 23:35,"CDC reports 10,491 coronavirus cases, 150 deaths https://www.reuters.com/article/us-health-coronavirus-usa-cdc-idUSKBN21635Q?taid=5e7401bce370aa0001620ad7&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter","['report', 'case', 'death']"
1625,3/19/20 23:35,"#BREAKING: All University System of Maryland schools will shift to remote instruction for the rest of the semester due to the coronavirus, the Board of Regents announced Thursday night. ","['university', 'system', 'school', 'shift', 'instruction', 'rest', 'board', 'regents', 'night']"
1626,3/19/20 23:35,Coronavirus Stays Stable on Surfaces for Hours #COVID19 https://www.genengnews.com/news/coronavirus-stays-stable-on-surfaces-for-hours/ via @GENbio,"['stays', 'surface', 'hours']"
1627,3/19/20 23:35,"As this new coronavirus spreads around the globe, doctors say very few children have been diagnosed with it, and most them have had mild cases. https://nbcnews.to/3basCzv","['doctor', 'child', 'case']"
1628,3/19/20 23:35,"On Feb. 27, President Trump suggested the coronavirus would ""disappear"" ""like a miracle."" That same day, the Republican chair of the Senate Intelligence Committee warned a group of well-connected constituents to prepare for dire effects of the virus. ","['miracle', 'day', 'chair', 'intelligence', 'group', 'constituent', 'effect', 'virus']"
1629,3/19/20 23:35,Netflix to temporarily reduce stream quality in Europe to ease internet pressure during coronavirus social distancing,"['stream', 'quality', 'ease', 'internet', 'pressure']"
1630,3/19/20 23:35,"New Jersey lawmakers passed a bill that would make it illegal to return items you purchased to prepare for self-isolation due to the global coronavirus pandemic. The ban includes toilet paper, cleaning products, dairy products, as well as meat and produce ","['return', 'item', 'purchase', 'self', 'isolation', 'toilet', 'paper', 'product', 'dairy', 'product', 'meat']"
1631,3/19/20 23:34,"Exclusive: Trump cancels G7 at Camp David over coronavirus, to hold video-conference instead ","['camp', 'conference']"
1632,3/19/20 23:34,Up to 25 million jobs could be lost worldwide due to the #coronavirus pandemic: ILO,['job']
1633,3/19/20 23:34,The NBA took #coronavirus more seriously than the federal government. This is what happens when you listen to experts. How about we get them back in the government and follow their advice?,"['government', 'expert', 'government', 'advice']"
1634,3/19/20 23:34,"Senator Burr (Republican NC) sold off $1.6 Million after learning Coronavirus risk as a member of the Intelligence Committee. He didn’t warn the public. But he did apparently commit insider trading, fraud on the market by selling on non-public info. ","['risk', 'member', 'intelligence', 'insider', 'trading', 'fraud', 'market']"
1635,3/19/20 23:34,Five family members have been quarantined in Nasarawa state for showing symptoms of the coronavirus. The quarantined family members were said to have arrived Nasarawa from Ogun state. #CoronaVirusInNigeria,"['family', 'member', 'state', 'symptom', 'family', 'member', 'state']"
1636,3/19/20 23:34,"when coronavirus takes over the world and gays have to resort underground, blasting mariah’s always be my baby to provide some escapism ","['world', 'resort', 'blast', 'baby']"
1637,3/19/20 23:34,so much about this coronavirus is so suspicious &amp; shady,[]
1638,3/19/20 23:34,Citing early death figures from the coronavirus to downplay the pandemic is a lot like citing death figures from the invasion of Poland just hours into the war.,"['death', 'figure', 'lot', 'death', 'figure', 'invasion', 'hour', 'war']"
1639,3/19/20 23:34,Will Smith feels responsible for coronavirus myths because of I Am Legend,[]
1640,3/19/20 23:34,"""Nearly 1,200 Palestinian political prisoners suffer from Israeli medical neglect, and 700 need urgent surgery! Israeli prisons also prevent Palestinian prisoners from contacting their families."" #SavePalestinePrisoners#CoronaVirus#Palestine ","['prisoner', 'surgery', 'prison', 'prisoner', 'contact', 'family']"
1641,3/19/20 23:34,Bros I found the cure to the coronavirus... JOIN ME IN SONG,[]
1642,3/19/20 23:34,They worry the growing coronavirus pandemic will disenfranchise voters and depress turnout.,"['voter', 'depress']"
1643,3/19/20 23:34,#Coronavirus: Supermarkets will be allowed to work together to keep shelves stocked,"['supermarket', 'work', 'shelf', 'stock']"
1644,3/19/20 23:34,"Coronavirus update, Ireland: - 191 new cases in last 24 hours - 557 cases in total - 31% hospitalized - 55% men - 43% travel related - 172 cases in Dublin - 84 healthcare workers infected","['update', 'case', 'hour', 'case', 'man', 'travel', 'case', 'worker']"
1645,3/19/20 23:34,Happy 1 Month Birthday to #BabyBox2! One month and it’s been a crazy month with the #coronavirus and the tornado. You make us smile so it’s made the month easier!,"['month', 'birthday', 'month', 'month', 'month']"
1646,3/19/20 23:34,"BREAKING: There are 9 additional presumptive positive coronavirus cases in Miami County. All are residents of Koester Pavillion, More to come.","['case', 'resident', 'pavillion']"
1647,3/19/20 23:34,Congress needs to take coronavirus more seriously | The Point https://cnn.it/2wqpqRJ,['point']
1648,3/19/20 23:34,This glass model of the #coronavirus is 2 million times larger than the real microbe. The sculpture was commissioned to help scientists visualise their research #Covid19,"['glass', 'time', 'sculpture', 'help', 'scientist', 'research']"
1649,3/19/20 23:33,#BREAKING: Officials who worked the @WSU Raiders men's semifinal earlier this month have tested positive for #coronavirus https://www.whio.com/news/local/coronavirus-officials-who-worked-wsu-men-basketball-semifinal-test-positive/SIuPCWld2MYYr3qlBLK3GP/,"['work', 'raiders', 'man', 'month', 'test']"
1650,3/19/20 23:33,"Rada Tilly, Chubut #coronavirus ",[]
1651,3/19/20 23:33,BREAKING: 41 people have now tested positive in Austin and Travis County for #coronavirus,"['people', 'test']"
1652,3/19/20 23:33,"So, it’s been confirmed that two Laker players have tested positive for corona virus!! I miss my team, but I truly hope we get this virus under control!! I miss basketball, but I want people HEALTHY!! I hope they don’t confirm any additional players on the Lakers ","['player', 'test', 'virus', 'team', 'virus', 'basketball', 'people', 'player', 'lakers']"
1653,3/19/20 23:33,"Steph and Ayesha are helping the community yet again, starting a fundraiser to fight hunger amid the coronavirus pandemic https://bit.ly/395rsUL","['help', 'community', 'hunger']"
1654,3/18/20 23:37,"Dear Mr. President, Keep an eye on California Governor Gavin Newsom. What he'd be willing to do to us LEGAL CALIFORNIA CITIZENS to grab some more power for himself scares us a LOT more than the Made-In-China-#Coronavirus. Thanks for looking out for us LEGAL U.S. citizens.","['eye', 'citizens', 'power', 'lot', 'citizen']"
1655,3/18/20 23:37,"Gov. @GavinNewsom announces first $150 million of emergency coronavirus funding will go to sheltering homeless people: * $100 million to local governments for shelter support, emergency housing * $50 million to buy FEMA travel trailers, lease hotel rooms http://cert1.mail-west.com/yj9H/yuzjanmc7rm9U/6f7p719Ugtm/95zs/U1kf5r/8p719Uqvnq9/o2skedstzyttut?_c=d%7Cze7pzanwmhlzgt%7C17c8glmgfqrxf2b&amp;_ce=1584574446.52567d3197ff98edb1b3971e53f1658f","['emergency', 'funding', 'people', 'government', 'support', 'emergency', 'housing', 'travel', 'trailer', 'hotel', 'room']"
1656,3/18/20 23:37,"My favorite shelter-in-place activity is TAKING THE CENSUS COLLEGE STUDENTS: You are still to be counted at the address where you were living while you attended school, even if you were sent home early due to the coronavirus! ","['place', 'activity', 'college', 'student', 'address', 'school', 'home']"
1657,3/18/20 23:37,"Latest #COVID19 in Indian Country updates: * Indian Health Service pressed for answer on pandemic response https://www.indianz.com/covid19/?p=742 * H.R.6201, Families First Coronavirus Response Act, sent to President Trump. Bill includes $74 million for Indian Country ","['country', 'update', 'health', 'service', 'press', 'answer', 'response', 'families', 'response', 'country']"
1658,3/18/20 23:36,"We can confirm that one of our staff members has been tested positive for coronavirus infection COVID-19. Our number one priority is the health, safety and wellbeing of our students, staff and the entire University community. Our thoughts are with our staff member. [1/5]","['staff', 'member', 'test', 'infection', 'number', 'priority', 'health', 'safety', 'student', 'staff', 'university', 'community', 'thought', 'staff', 'member']"
1659,3/18/20 23:36,Everyone will be covered! #TrumpLiedPeopleDied #coronavirus #COVID19 #MSBraemar sending thanks to #Cuba #CubaIsGreat #CubaSafe,['cover']
1660,3/18/20 23:36,Tried out a little coronavirus crisis homeschooling and the senior infant asked: 'Do I have to call you teacher or can I still call you mum?' Something in my eye...,"['crisis', 'homeschooling', 'infant', 'call', 'teacher', 'call', 'eye']"
1661,3/18/20 23:36,"My dad was tested for COVID19 on Friday at 1pm and was told we'd receive the results in 24-48 hours. 5 days later, his symptoms have progressed and we still don't have an answer. This is getting ridiculous #COVID19ON #coronavirus #COVID19Ontario","['test', 'result', 'hour', 'day', 'symptom', 'progress', 'answer']"
1662,3/18/20 23:36,"NEW 37k in custody as of Saturday ICE to stop most immigration enforcement inside United States, will focus on criminals during coronavirus outbreak… ","['custody', 'ice', 'immigration', 'enforcement', 'states']"
1663,3/18/20 23:36,"Seen this image a lot online, in various guises, from inspirational memes about breaking cycles of dependency, to the need for social distancing due to #coronavirus Can you really get matches where only the head burns? Because that's never been my experience ","['image', 'lot', 'cycle', 'head', 'experience']"
1664,3/18/20 23:36,"BREAKING via WP: ""ICE to stop most immigration enforcement inside United States, will focus on criminals during coronavirus outbreak"" Begs the question... why wasn't the focus on criminals instead of working families all along? https://www.washingtonpost.com/national/ice-halting-most-immigration-enforcement/2020/03/18/d0516228-696c-11ea-abef-020f086a3fab_story.html","['ice', 'immigration', 'enforcement', 'states', 'question', 'work', 'family']"
1665,3/18/20 23:36,"Army puts 20,000 troops on standby to assist in coronavirus crisis ","['troop', 'crisis']"
1666,3/18/20 23:36,A World Class Leader. Prime Minister Justin Trudeau unveils $82-billion aid package to support the economy https://twitter.com/i/events/1240287773933703168 #coronavirus #CoronaVirusUpdate #CoronaVirusCanada #COVIDCanada #COVID19 @JustinTrudeau #cdnpoli @chuddles11 @mini_bubbly @Ez4u2say_Janis #onpoli,"['world', 'class', 'leader', 'aid', 'package', 'support', 'economy']"
1667,3/18/20 23:36,"Thank you @realDonaldTrump for your excellent leadership in this health crisis. You are always putting Americans first. Coronavirus: Trump to Suspend Migrant Entry at Southern, Northern Borders ","['leadership', 'health', 'crisis', 'migrant', 'entry', 'borders']"
1668,3/18/20 23:36,Retailers who inflate prices because of Coronavirus to be prosecuted,"['retailer', 'price']"
1669,3/18/20 23:36,$75M of initial state money distributed to help with #coronavirus outbreak response: $10M to @UW $20M to @WADeptHealth $2M to @hca_wa_health $23M to @WAStateCommerce $19.5M to @waDSHS Details: https://ofm.wa.gov/about/news/2020/03/initial-state-funds-distributed-covid-19-outbreak-response #waleg,"['state', 'money', 'help', 'response', 'detail']"
1670,3/18/20 23:36,Bernie is right to be focusing on his excellent coronavirus response plan. I also wish he was saying this to people. It's true &amp; voters deserve to hear it. https://34justice.com/2020/03/11/the-wednesday-morning-speech-bernie-should-have-given/,"['response', 'plan', 'people', 'voter']"
1671,3/18/20 23:36,"The 8 senators who voted against the #coronavirus relief package. Marsha Blackburn (R-TN); Jim Inhofe (R-OK); James Lankford (R-OK); Mike Lee (R-UT); Rand Paul (R-KY); Ben Sasse (R-NE); Tim Scott (R-SC), and Ron Johnson (R-WI). Sasse &amp; Inhofe will run for re-election this fall.","['vote', 'relief', 'package', 'blackburn', 'election']"
1672,3/18/20 23:36,"Coronavirus death rate drops: Better math, better treatment or more testing? ","['death', 'rate', 'treatment', 'testing']"
1673,3/18/20 23:36,Republican Rep. Mario Diaz-Balart of Florida has become the first member of Congress to test positive for coronavirus https://cnn.it/3a4CQkT,"['member', 'test', 'https://cnn.it/3a4cqkt']"
1674,3/18/20 23:36,"Corona virus diary, day 5: No one has talked to me in 9 months","['virus', 'day', 'talk', 'month']"
1675,3/18/20 23:36, THESE 8 US Senators voted NO on #Coronavirus Relief Plan: @RandPaul - KY @MarshaBlackburn - TN @JimInhofe - OK @RonJohnsonWI - WI @SenatorLankford - OK @SenMikeLee - UT @BenSasse - NE @SenatorTimScott - SC UNCONSCIONABLE! Reply &amp; tell them how you feel. #COVID19,"['senators', 'vote', 'relief', 'plan']"
1676,3/18/20 23:35,Update: the US congressman who tested positive for coronavirus was on the House floor voting with fellow members early Saturday morning (i.e. after Friday midnight). His symptoms began Saturday evening. (from NY Times),"['update', 'test', 'floor', 'vote', 'member', 'morning', 'midnight', 'symptom', 'evening', 'times']"
1677,3/18/20 23:35,Coronavirus: Israel enables emergency spy powers,"['emergency', 'spy', 'power']"
1678,3/18/20 23:35,Coronavirus: London underground to be partially shut on Thursday http://news.sky.com/story/coronavirus-london-shops-could-close-and-transport-restricted-by-weekend-whitehall-sources-11959814,[]
1679,3/18/20 23:35,"California Prepares for Worst Case Scenario, Martial Law Used If They ""Feel The Necessity"" #Breaking #News #California #Coronavirus #MartialLaw","['case', 'scenario', 'law', 'use', 'necessity', 'news']"
1680,3/18/20 23:35,Today’s Conundrum ... Now that president Trump has taken his Coronavirus test ... Does that now mean that Nancy Pelosi will now take a breathalyzer test??!!,"['today', 'test', 'test']"
1681,3/18/20 23:35,Coronavirus: New treatment for critically ill patients to begin trials as soon as next week.,"['treatment', 'trial', 'week']"
1682,3/18/20 23:35,So after a story by @mcharlesworth7 about how closure of personal service biz like hair and nail salons will affect people during the #coronavirus — I said this about not cutting my hair till the virus is over.,"['story', 'closure', 'service', 'hair', 'nail', 'people', 'hair', 'virus']"
1683,3/18/20 23:35,"I'm sorry, I missed the punchline. What's funny about older people everywhere dying of #coronavirus? ",['people']
1684,3/18/20 23:35,Hey night owls—I’ll answer your #coronavirus questions this evening on @FoxNews w/ @ShannonBream during the 12am (EST) hour. Don’t miss it!,"['night', 'answer', 'question', 'evening', 'hour']"
1685,3/18/20 23:35,If you need another reminder right now to wash your hands & avoid touching public surfaces...here you go. @santamonicacity what is your plan for when the homeless get #COVID19? @SaMoCole @SaMoMayor @GleamDavis @TedWinterer Ocean Park &amp; Main #californiacoronavirus #coronavirus,"['reminder', 'hand', 'surface', '@santamonicacity', 'plan']"
1686,3/18/20 23:35,Take the #SafeHandsChallenge! @who/@cdcgov recommends washing your hands for 40-60 sec. to reduce the spread #coronavirus spread. A little thing can go a long way in saving lives! Tag me in your Vids &amp; I’ll repost my favorites. Get creative or sing the 1 I made up!(I’m so bored),"['hand', 'thing', 'way', 'life', 'tag', 'vids']"
1687,3/18/20 23:35,kung flu is actually when you smack the shit out of someone when they spew racist coronavirus ish at you,['flu']
1688,3/18/20 23:35,"5 STEPS TO STOP #COVID19 #Coronavirus #Pandemic Dr. @SchugAnita demonstrates the five steps in the #Rohingya language. 1. Hand Wash 2. Respiratory Hygiene 3. Social Distancing 4. Seek Medical Help if suspected of fever, cough and difficulty in breathing 5. DON’T Panic","['step', 'step', 'language', 'hand', 'help', 'cough', 'difficulty', 'panic']"
1689,3/18/20 23:35,"The ""Source"" of #Adrenochrome. These people are sick and evil! Adrenochrome is tainted with the #coronavirus. Will the virus slow the pandemic of the ""source?"" Pray for the victims. Our Father in heaven... #childtrafficking #Haiti #ThesePeopleAreSick #ThesePeopleAreEvil #QAnon","['source', 'people', 'virus', 'source', 'victim']"
1690,3/18/20 23:35,Add Dick’s Sporting Goods to businesses temporarily closing because of coronavirus.,"['sporting', 'business']"
1691,3/18/20 23:35,"Coronavirus cases top 200,000 worldwide, death toll passes 8,000 &gt;4% mortality rate So the Chinese #COVID19 #BioWeapon failed ? Freaked out America by the MSMs? Made in China! #Trump2020 #KAG2020 #KAG #WWG1WGA","['case', 'death', 'toll', 'rate']"
1692,3/18/20 23:35,"The #COVID19 crisis is a reminder of how important scientific cooperation and education &amp; knowledge sharing are. Let us mobilize to #ShareCulture &amp; #ShareKnowledge, to connect with others, even when having to #StayAtHome. We count on you. Together, we will defeat #coronavirus. ","['crisis', 'reminder', 'cooperation', 'education', 'knowledge', 'sharing', 'shareculture', 'defeat']"
1693,3/18/20 23:35,"ICE to stop most immigration enforcement inside United States, will focus on criminals during coronavirus outbreak… ","['ice', 'immigration', 'enforcement', 'states']"
1694,3/18/20 23:34,".@CNN is interviewing two different people who have #CoronaVirus and the disparity in symptoms is disturbing. There's limited commonalities. That can't be good for trying to decide if one is ""sick enough"" for a test to begin with.","['people', 'disparity', 'symptom', 'commonality', 'test']"
1695,3/17/20 23:59,OFFICIAL: The @Barcelona Academy in Lusaka has been closed down with immediate effect as preventative measure towards the spread of the Coronavirus.,"['effect', 'measure']"
1696,3/17/20 23:59,I’ll be on @KQEDnews at 5:35pm to talk about how hospitals are scrambling to add ventilators and ICU beds for the surge of coronavirus patients likely to need treatment in the coming weeks,"['talk', 'hospital', 'ventilator', 'bed', 'treatment', 'week']"
1697,3/17/20 23:59,Oregon Governor Kate Brown is extending the statewide school closure until April 28 as the state's number of coronavirus cases grew Tuesday to a total of 65. The governor made the announcement Tuesday evening with a new executive order.,"['school', 'closure', 'state', 'number', 'case', 'announcement', 'evening', 'order']"
1698,3/17/20 23:59,"A pandemic called ""a Democratic hoax."" @realDonaldTrump Claims He Thought Coronavirus Was a Pandemic 'Long Before it Was Called a Pandemic' http://mediaite.com/a/ckmoi via @mediaite","['call', 'claims', 'call']"
1699,3/17/20 23:59,"#CoronaVirus UNDER DIFFICULT CIRCUMSTANCES AT BEST, PRESIDENT TRUMP IS PUTTING #AmericansFirst PRESENTLY, WE ARE NOT DEMS OR REPUBLICANS, WE ARE AMERICANS THAT NEED TO WORK TOGETHER FOR THE GOOD OF ALL MEDIA NEEDS TO STOP ALL THE #HATE &amp; REPORT REAL NEWS #FactsMatter","['circumstance', 'work', 'media', 'report', 'news']"
1700,3/17/20 23:59,"there it is, the vaccine for coronavirus ",['vaccine']
1701,3/17/20 23:59,#UPDATE: Authorities in Somalia have announced the closure of education institutions for 15 days &amp; suspended all public gatherings as part of the measures to stop the spread of Coronavirus in the country. It comes a day after the country confirmed its first case of Coronavirus.,"['update', 'closure', 'education', 'institution', 'day', 'gathering', 'part', 'measure', 'country', 'day', 'country', 'case']"
1702,3/17/20 23:59,"For those wondering how they're going to WFH with kids, it's possible. Believe me, I've been doing for 4 years now. #homeschool #coronavirus #COVID19 #WFH","['wonder', 'kid', 'year']"
1703,3/17/20 23:59,Feeling #shvotty due to #coronavirus? Stop watching bad news on TV and take some time to learn about #blockchain! @LimeChainHQ #technology #DLT #SmartContracts,"['news', 'tv', 'time', 'technology', 'smartcontracts']"
1704,3/17/20 23:59,A local business is working to accommodate families in mourning amid new guidance from the CDC advising against large gatherings to mitigate the potential spread of the Coronavirus. #Kens5Eyewitness,"['business', 'work', 'family', 'guidance', 'gathering']"
1705,3/17/20 23:59,US coronavirus cases up fivefold from week ago,"['case', 'week']"
1706,3/17/20 23:59,"If anyone thinks Coronavirus is ""just"" the common cold, think again. ",[]
1707,3/17/20 23:59,If the corona virus doesn’t turn everyone into zombies imma be pissed,['virus']
1708,3/17/20 23:59,"Please join me and an army of intercessors from around the country for a special, 1-hour prayer call on Wednesday, March 18 at 5AM PST (8AM EST/7AM CST). We will engage in strategic prayer concerning the #coronavirus health crisis and other events happening around the world. #JCM","['country', 'prayer', 'call', 'cst', 'engage', 'prayer', 'concern', 'health', 'crisis', 'event', 'world']"
1709,3/17/20 23:59,Watch on #Periscope: Coronavirus Update: 3 Scenarios - Join Now!,"['update', 'scenarios']"
1710,3/17/20 23:59, just a little break from Corona Virus talk!! All seriousness thank you to all our Jefferson school parents for helping your children navigate our on-line classes. We understand you are under a lot of stress as well and it’s a learning experience for all. THANK YOU,"['virus', 'talk', 'school', 'parent', 'help', 'child', 'line', 'class', 'lot', 'stress', 'experience']"
1711,3/17/20 23:59,People are really pressed about getting the coronavirus when they’re STILL out in public places when they DONT need to be????????????? LMAO. Stay tf home weirdos.,"['people', 'place', 'home']"
1712,3/17/20 23:58,"Just a wonderful f*cking night for FB to do this to a site that lives and breathes Florida politics - ""Facebook keeps marking legitimate news articles about the coronavirus as spam and no one knows why"" via @Verge","['night', 'site', 'news']"
1713,3/17/20 23:58,what y’all doing with y’all coronavirus welfare check?,['welfare']
1714,3/17/20 23:58,How women are experiencing the coronavirus lockdown vs. how men are:,"['woman', 'experience', 'lockdown', 'man']"
1715,3/17/20 23:58,Just found out that because of the coronavirus my mum can no longer force me to go to Pakistan for a month during summer. Thank you based coronavirus,"['force', 'month', 'summer']"
1716,3/17/20 23:58,"In San Diego, there are no new cases of Coronavirus today. So far 55 cases total. Restaurants, bars, wineries, the gym, &amp; depart stores are closed. Distancing is working. ","['case', 'today', 'case', 'restaurant', 'bar', 'store', 'work']"
1717,3/17/20 23:58,"UPDATE: Metro government is offering extended paid leave of 20 days to city employees who are dealing directly with tornado damage or the coronavirus. For tornado survivors, those days can be used sporadically as needed for cleanup and recovery.","['update', 'government', 'offer', 'day', 'city', 'employee', 'deal', 'damage', 'survivor', 'day', 'use', 'recovery']"
1718,3/17/20 23:58,Coronavirus closures: These Glassboro businesses have adjusted their hours http://thewhitonline.com/2020/03/news/coronavirus-closures-these-glassboro-businesses-have-adjusted-their-hours/ via @The Whit Online,"['closure', 'business', 'hour']"
1719,3/17/20 23:58,"People that don’t go to university, will never realise or think that coronavirus has effected us as much as it has","['people', 'university', 'effect']"
1720,3/17/20 23:58,"NEW: An NYPD officer in New York's first precinct has tested positive for COVID-19. Approx. 17 officers have been sent home for possible exposure. Precinct helps provide additional security to city hall, where mayor has office/gives Coronavirus updates. ","['officer', 'test', 'officer', 'home', 'exposure', 'help', 'security', 'city', 'office', 'update']"
1721,3/17/20 23:58,Amazon announced a donation of supplies to help a quarantine facility in Kent combat the growing coronavirus outbreak in the Seattle area.,"['donation', 'supply', 'help', 'facility', 'combat', 'area']"
